	artist_ids	artist_names	popularity_score	track_ids	track_names	genres_all	acousticness	analysis_url	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	time_signature	track_href	type	uri	valence
0	0Y5tJX1MQlPlqiwlOH1tJY	Travis Scott	94	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	pop, pop rap, rap	0.00513	https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h	0.834	312820	0.73	0.0	8	0.124	-3.714	1	0.222	155.008	4	https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h	audio_features	spotify:track:2xLMifQCjDGFmkHkpNLD9h	0.446
1	0Y5tJX1MQlPlqiwlOH1tJY	Travis Scott	84	7wBJfHzpfI3032CSD7CE2m	STARGAZING	pop, pop rap, rap	0.00947	https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m	0.487	270715	0.789	4.05e-06	8	0.189	-3.69	1	0.044	150.007	4	https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m	audio_features	spotify:track:7wBJfHzpfI3032CSD7CE2m	0.0564
2	0Y5tJX1MQlPlqiwlOH1tJY	Travis Scott	82	2cYqizR4lgvp4Qu6IQ3qGN	BUTTERFLY EFFECT	pop, pop rap, rap	0.0531	https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN	0.763	190557	0.628	0.0	11	0.114	-5.85	1	0.05	140.958	4	https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN	audio_features	spotify:track:2cYqizR4lgvp4Qu6IQ3qGN	0.193
3	2RDOrhPqAM4jzTRCEb19qX	Sheck Wes	92	1xzBco0xcoJEDXktl7Jxrr	Mo Bamba	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.194	https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr	0.729	183907	0.625	0.00986	4	0.248	-5.266	1	0.0315	146.034	4	https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr	audio_features	spotify:track:1xzBco0xcoJEDXktl7Jxrr	0.261
4	2RDOrhPqAM4jzTRCEb19qX	Sheck Wes	63	3iVq1zq46q0auo3VwixXFe	Do That	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.263	https://api.spotify.com/v1/audio-analysis/3iVq1zq46q0auo3VwixXFe	0.782	170435	0.508	0.0706	9	0.157	-7.153	1	0.231	137.954	4	https://api.spotify.com/v1/tracks/3iVq1zq46q0auo3VwixXFe	audio_features	spotify:track:3iVq1zq46q0auo3VwixXFe	0.356
5	2RDOrhPqAM4jzTRCEb19qX	Sheck Wes	63	2iPTGIzI5LBeEVz2q5xYLF	Chippi Chippi	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.0734	https://api.spotify.com/v1/audio-analysis/2iPTGIzI5LBeEVz2q5xYLF	0.677	229400	0.549	0.0	8	0.0916	-7.165	1	0.211	77.523	4	https://api.spotify.com/v1/tracks/2iPTGIzI5LBeEVz2q5xYLF	audio_features	spotify:track:2iPTGIzI5LBeEVz2q5xYLF	0.262
6	2RDOrhPqAM4jzTRCEb19qX	Sheck Wes	59	3Ahh4FUw5EfmjMzOBjjnwY	Mindfucker	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.302	https://api.spotify.com/v1/audio-analysis/3Ahh4FUw5EfmjMzOBjjnwY	0.804	180800	0.282	8.67e-06	1	0.151	-10.543	1	0.342	151.988	4	https://api.spotify.com/v1/tracks/3Ahh4FUw5EfmjMzOBjjnwY	audio_features	spotify:track:3Ahh4FUw5EfmjMzOBjjnwY	0.0723
7	26VFTg2z8YR0cCuwLzESi2	Halsey	96	5p7ujcrUXASCNwRaWNHR1C	Without Me	dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop	0.297	https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C	0.752	201661	0.488	9.11e-06	6	0.0936	-7.05	1	0.0705	136.041	4	https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C	audio_features	spotify:track:5p7ujcrUXASCNwRaWNHR1C	0.533
8	26VFTg2z8YR0cCuwLzESi2	Halsey	53	483v27PMHWBtPFyXQ3rElQ	Alone - Clean Bandit MFF Remix	dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop	0.0571	https://api.spotify.com/v1/audio-analysis/483v27PMHWBtPFyXQ3rElQ	0.797	203636	0.753	0.00413	9	0.24	-6.042	0	0.0622	126.015	4	https://api.spotify.com/v1/tracks/483v27PMHWBtPFyXQ3rElQ	audio_features	spotify:track:483v27PMHWBtPFyXQ3rElQ	0.67
9	20sxb77xiYeusSH8cVdatc	Meek Mill	91	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	pop, pop rap, rap, trap music	0.259	https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc	0.889	180522	0.496	0.0	4	0.252	-6.365	0	0.0905	86.003	4	https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc	audio_features	spotify:track:2IRZnDFmlqMuOrYOLnZZyc	0.544
10	20sxb77xiYeusSH8cVdatc	Meek Mill	76	2tnlNVAhuQGgoFJxALVeXx	Uptown Vibes (feat. Fabolous & Anuel AA)	pop, pop rap, rap, trap music	0.0459	https://api.spotify.com/v1/audio-analysis/2tnlNVAhuQGgoFJxALVeXx	0.655	190412	0.835	0.0	1	0.409	-3.451	1	0.059	91.035	4	https://api.spotify.com/v1/tracks/2tnlNVAhuQGgoFJxALVeXx	audio_features	spotify:track:2tnlNVAhuQGgoFJxALVeXx	0.165
11	20sxb77xiYeusSH8cVdatc	Meek Mill	73	5DTOk0tCrmicVQP4mc6hkr	Championships	pop, pop rap, rap, trap music	0.0786	https://api.spotify.com/v1/audio-analysis/5DTOk0tCrmicVQP4mc6hkr	0.488	261743	0.803	0.0	6	0.215	-4.165	0	0.205	167.329	4	https://api.spotify.com/v1/tracks/5DTOk0tCrmicVQP4mc6hkr	audio_features	spotify:track:5DTOk0tCrmicVQP4mc6hkr	0.319
12	20sxb77xiYeusSH8cVdatc	Meek Mill	71	3gHLXLJ9JE1oOayo3ar4E5	100 Summers	pop, pop rap, rap, trap music	0.171	https://api.spotify.com/v1/audio-analysis/3gHLXLJ9JE1oOayo3ar4E5	0.481	163834	0.483	0.0	4	0.0964	-8.174	0	0.331	79.012	4	https://api.spotify.com/v1/tracks/3gHLXLJ9JE1oOayo3ar4E5	audio_features	spotify:track:3gHLXLJ9JE1oOayo3ar4E5	0.453
13	20sxb77xiYeusSH8cVdatc	Meek Mill	52	0V3kpFCTvbrZnLKyQl7wj7	Uptown Vibes (feat. Fabolous & Anuel AA)	pop, pop rap, rap, trap music	0.044	https://api.spotify.com/v1/audio-analysis/0V3kpFCTvbrZnLKyQl7wj7	0.654	190412	0.829	0.0	1	0.332	-3.53	1	0.045	91.064	4	https://api.spotify.com/v1/tracks/0V3kpFCTvbrZnLKyQl7wj7	audio_features	spotify:track:0V3kpFCTvbrZnLKyQl7wj7	0.196
14	20sxb77xiYeusSH8cVdatc	Meek Mill	50	7p5jF2V114JYECqLIVwzaD	Almost Slipped	pop, pop rap, rap, trap music	0.198	https://api.spotify.com/v1/audio-analysis/7p5jF2V114JYECqLIVwzaD	0.487	246793	0.644	0.0	8	0.228	-6.389	1	0.281	164.538	4	https://api.spotify.com/v1/tracks/7p5jF2V114JYECqLIVwzaD	audio_features	spotify:track:7p5jF2V114JYECqLIVwzaD	0.428
15	20sxb77xiYeusSH8cVdatc	Meek Mill	47	7q5opSK7YqmDUaylsAtNK3	100 Summers	pop, pop rap, rap, trap music	0.176	https://api.spotify.com/v1/audio-analysis/7q5opSK7YqmDUaylsAtNK3	0.618	163834	0.485	0.0	4	0.0951	-8.227	0	0.28	111.869	5	https://api.spotify.com/v1/tracks/7q5opSK7YqmDUaylsAtNK3	audio_features	spotify:track:7q5opSK7YqmDUaylsAtNK3	0.459
16	5f7VJjfbwm532GiveGC0ZK	Lil Baby	89	1BxkZE73h9BN3qwuA15TA3	Drip Too Hard	atl hip hop, atl trap, rap, trap music	0.0945	https://api.spotify.com/v1/audio-analysis/1BxkZE73h9BN3qwuA15TA3	0.9	145603	0.653	0.0	1	0.528	-6.962	0	0.289	112.503	4	https://api.spotify.com/v1/tracks/1BxkZE73h9BN3qwuA15TA3	audio_features	spotify:track:1BxkZE73h9BN3qwuA15TA3	0.399
17	5f7VJjfbwm532GiveGC0ZK	Lil Baby	72	2WqTKOAUmv7hz9ZzGnXHrY	Realist In It (feat. Gucci Mane & Offset)	atl hip hop, atl trap, rap, trap music	0.207	https://api.spotify.com/v1/audio-analysis/2WqTKOAUmv7hz9ZzGnXHrY	0.932	222958	0.658	0.0	1	0.118	-7.708	0	0.353	109.973	4	https://api.spotify.com/v1/tracks/2WqTKOAUmv7hz9ZzGnXHrY	audio_features	spotify:track:2WqTKOAUmv7hz9ZzGnXHrY	0.695
18	5f7VJjfbwm532GiveGC0ZK	Lil Baby	70	0I1gjYB0yjwYXBn9SVOh3n	Chastised	atl hip hop, atl trap, rap, trap music	0.0912	https://api.spotify.com/v1/audio-analysis/0I1gjYB0yjwYXBn9SVOh3n	0.778	123429	0.646	0.0	7	0.166	-4.657	1	0.0345	140.04	4	https://api.spotify.com/v1/tracks/0I1gjYB0yjwYXBn9SVOh3n	audio_features	spotify:track:0I1gjYB0yjwYXBn9SVOh3n	0.177
19	5f7VJjfbwm532GiveGC0ZK	Lil Baby	67	7cEZShpmZ7dencnV8ibyUS	Never Needed No Help	atl hip hop, atl trap, rap, trap music	0.0467	https://api.spotify.com/v1/audio-analysis/7cEZShpmZ7dencnV8ibyUS	0.713	195635	0.495	0.0	5	0.215	-6.885	0	0.11	130.044	4	https://api.spotify.com/v1/tracks/7cEZShpmZ7dencnV8ibyUS	audio_features	spotify:track:7cEZShpmZ7dencnV8ibyUS	0.426
20	5f7VJjfbwm532GiveGC0ZK	Lil Baby	64	2Z9wPJaKys1LAOlcBtjvOU	Throwing Shade	atl hip hop, atl trap, rap, trap music	0.0119	https://api.spotify.com/v1/audio-analysis/2Z9wPJaKys1LAOlcBtjvOU	0.794	192382	0.447	0.000179	7	0.109	-9.253	1	0.152	139.949	4	https://api.spotify.com/v1/tracks/2Z9wPJaKys1LAOlcBtjvOU	audio_features	spotify:track:2Z9wPJaKys1LAOlcBtjvOU	0.189
21	5f7VJjfbwm532GiveGC0ZK	Lil Baby	63	0FIcYpNaqZaJnP3yDcaBN6	Leaked	atl hip hop, atl trap, rap, trap music	0.00352	https://api.spotify.com/v1/audio-analysis/0FIcYpNaqZaJnP3yDcaBN6	0.797	192045	0.375	0.0	7	0.0767	-7.552	0	0.146	139.999	4	https://api.spotify.com/v1/tracks/0FIcYpNaqZaJnP3yDcaBN6	audio_features	spotify:track:0FIcYpNaqZaJnP3yDcaBN6	0.171
22	5f7VJjfbwm532GiveGC0ZK	Lil Baby	58	7tgEm1rQTA603HnZYRDgKL	Fit In	atl hip hop, atl trap, rap, trap music	0.316	https://api.spotify.com/v1/audio-analysis/7tgEm1rQTA603HnZYRDgKL	0.877	213990	0.444	0.0	2	0.134	-8.47	0	0.451	144.06	4	https://api.spotify.com/v1/tracks/7tgEm1rQTA603HnZYRDgKL	audio_features	spotify:track:7tgEm1rQTA603HnZYRDgKL	0.653
23	2HUwZ0kumzCSlhFcjFZfpp	Flipp Dinero	89	14mHfNsSHN0FbLftyjrV9g	Leave Me Alone	rap, trap music, underground hip hop, vapor trap	0.107	https://api.spotify.com/v1/audio-analysis/14mHfNsSHN0FbLftyjrV9g	0.792	195637	0.743	0.0	7	0.183	-2.806	1	0.0851	150.024	4	https://api.spotify.com/v1/tracks/14mHfNsSHN0FbLftyjrV9g	audio_features	spotify:track:14mHfNsSHN0FbLftyjrV9g	0.742
24	15UsOTVnJzReFVN1VCnxy4	XXXTENTACION	92	3ee8Jmje8o58CHK66QrVC2	SAD!	emo rap, miami hip hop	0.258	https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2	0.74	166606	0.613	0.00372	8	0.123	-4.88	1	0.145	75.023	4	https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2	audio_features	spotify:track:3ee8Jmje8o58CHK66QrVC2	0.473
25	15UsOTVnJzReFVN1VCnxy4	XXXTENTACION	75	14boA065HMHWvqyPPEeN4y	I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez	emo rap, miami hip hop	0.118	https://api.spotify.com/v1/audio-analysis/14boA065HMHWvqyPPEeN4y	0.767	192229	0.561	0.0	2	0.0737	-7.418	0	0.0509	90.021	4	https://api.spotify.com/v1/tracks/14boA065HMHWvqyPPEeN4y	audio_features	spotify:track:14boA065HMHWvqyPPEeN4y	0.542
26	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	89	0QIjsbm2fh1cJ45XO9eGqq	Wake Up in the Sky	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.00381	https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq	0.8	204665	0.578	0.0	4	0.359	-5.144	0	0.0485	143.01	4	https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq	audio_features	spotify:track:0QIjsbm2fh1cJ45XO9eGqq	0.367
27	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	89	0QIjsbm2fh1cJ45XO9eGqq	Wake Up in the Sky	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.00381	https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq	0.8	204665	0.578	0.0	4	0.359	-5.144	0	0.0485	143.01	4	https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq	audio_features	spotify:track:0QIjsbm2fh1cJ45XO9eGqq	0.367
28	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	72	1CoYSKw2gTtSfrK2704AEz	I'm Not Goin' (feat. Kevin Gates)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.156	https://api.spotify.com/v1/audio-analysis/1CoYSKw2gTtSfrK2704AEz	0.835	196087	0.527	0.0	2	0.121	-5.48	1	0.295	131.02	4	https://api.spotify.com/v1/tracks/1CoYSKw2gTtSfrK2704AEz	audio_features	spotify:track:1CoYSKw2gTtSfrK2704AEz	0.292
29	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	72	1CoYSKw2gTtSfrK2704AEz	I'm Not Goin' (feat. Kevin Gates)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.156	https://api.spotify.com/v1/audio-analysis/1CoYSKw2gTtSfrK2704AEz	0.835	196087	0.527	0.0	2	0.121	-5.48	1	0.295	131.02	4	https://api.spotify.com/v1/tracks/1CoYSKw2gTtSfrK2704AEz	audio_features	spotify:track:1CoYSKw2gTtSfrK2704AEz	0.292
30	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	70	5Ta1sXtO9tXOaUacYm7tH8	BiPolar (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.144	https://api.spotify.com/v1/audio-analysis/5Ta1sXtO9tXOaUacYm7tH8	0.745	214611	0.576	0.0	8	0.154	-6.688	1	0.132	157.083	4	https://api.spotify.com/v1/tracks/5Ta1sXtO9tXOaUacYm7tH8	audio_features	spotify:track:5Ta1sXtO9tXOaUacYm7tH8	0.16
31	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	70	5Ta1sXtO9tXOaUacYm7tH8	BiPolar (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.144	https://api.spotify.com/v1/audio-analysis/5Ta1sXtO9tXOaUacYm7tH8	0.745	214611	0.576	0.0	8	0.154	-6.688	1	0.132	157.083	4	https://api.spotify.com/v1/tracks/5Ta1sXtO9tXOaUacYm7tH8	audio_features	spotify:track:5Ta1sXtO9tXOaUacYm7tH8	0.16
32	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	65	7t6ueEkfM7A5ydK4nYcBXo	Lost Y'all Mind (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.127	https://api.spotify.com/v1/audio-analysis/7t6ueEkfM7A5ydK4nYcBXo	0.838	155287	0.776	1.79e-05	9	0.124	-4.905	0	0.212	94.971	4	https://api.spotify.com/v1/tracks/7t6ueEkfM7A5ydK4nYcBXo	audio_features	spotify:track:7t6ueEkfM7A5ydK4nYcBXo	0.661
33	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	65	7t6ueEkfM7A5ydK4nYcBXo	Lost Y'all Mind (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.127	https://api.spotify.com/v1/audio-analysis/7t6ueEkfM7A5ydK4nYcBXo	0.838	155287	0.776	1.79e-05	9	0.124	-4.905	0	0.212	94.971	4	https://api.spotify.com/v1/tracks/7t6ueEkfM7A5ydK4nYcBXo	audio_features	spotify:track:7t6ueEkfM7A5ydK4nYcBXo	0.661
34	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	62	3DxZfFYJLwKDJtUwnLEhkL	Solitaire (feat. Migos & Lil Yachty)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.0271	https://api.spotify.com/v1/audio-analysis/3DxZfFYJLwKDJtUwnLEhkL	0.811	139130	0.54	0.0	11	0.106	-7.977	0	0.329	138.016	4	https://api.spotify.com/v1/tracks/3DxZfFYJLwKDJtUwnLEhkL	audio_features	spotify:track:3DxZfFYJLwKDJtUwnLEhkL	0.436
35	13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	62	3DxZfFYJLwKDJtUwnLEhkL	Solitaire (feat. Migos & Lil Yachty)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.0271	https://api.spotify.com/v1/audio-analysis/3DxZfFYJLwKDJtUwnLEhkL	0.811	139130	0.54	0.0	11	0.106	-7.977	0	0.329	138.016	4	https://api.spotify.com/v1/tracks/3DxZfFYJLwKDJtUwnLEhkL	audio_features	spotify:track:3DxZfFYJLwKDJtUwnLEhkL	0.436
36	64KEffDW9EtZ1y2vBYgq8T	Marshmello	95	2dpaYNEQHiRxtZbfNsse99	Happier	brostep, edm, egyptian pop, pop, progressive electro house	0.191	https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99	0.687	214290	0.792	0.0	5	0.167	-2.749	1	0.0452	100.015	4	https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99	audio_features	spotify:track:2dpaYNEQHiRxtZbfNsse99	0.671
37	64KEffDW9EtZ1y2vBYgq8T	Marshmello	58	1FPJZZjcwG2IGF0UVLrmKL	Tell Me	brostep, edm, egyptian pop, pop, progressive electro house	0.00651	https://api.spotify.com/v1/audio-analysis/1FPJZZjcwG2IGF0UVLrmKL	0.558	158400	0.919	0.789	1	0.196	-1.948	1	0.0426	150.049	4	https://api.spotify.com/v1/tracks/1FPJZZjcwG2IGF0UVLrmKL	audio_features	spotify:track:1FPJZZjcwG2IGF0UVLrmKL	0.839
38	64KEffDW9EtZ1y2vBYgq8T	Marshmello	58	1IjuevPDJ8Sa97wFwQ5j4V	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.116	https://api.spotify.com/v1/audio-analysis/1IjuevPDJ8Sa97wFwQ5j4V	0.712	196571	0.646	0.0	5	0.123	-4.23	1	0.182	104.998	4	https://api.spotify.com/v1/tracks/1IjuevPDJ8Sa97wFwQ5j4V	audio_features	spotify:track:1IjuevPDJ8Sa97wFwQ5j4V	0.607
39	64KEffDW9EtZ1y2vBYgq8T	Marshmello	58	1IjuevPDJ8Sa97wFwQ5j4V	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.116	https://api.spotify.com/v1/audio-analysis/1IjuevPDJ8Sa97wFwQ5j4V	0.712	196571	0.646	0.0	5	0.123	-4.23	1	0.182	104.998	4	https://api.spotify.com/v1/tracks/1IjuevPDJ8Sa97wFwQ5j4V	audio_features	spotify:track:1IjuevPDJ8Sa97wFwQ5j4V	0.607
40	64KEffDW9EtZ1y2vBYgq8T	Marshmello	58	1IjuevPDJ8Sa97wFwQ5j4V	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.116	https://api.spotify.com/v1/audio-analysis/1IjuevPDJ8Sa97wFwQ5j4V	0.712	196571	0.646	0.0	5	0.123	-4.23	1	0.182	104.998	4	https://api.spotify.com/v1/tracks/1IjuevPDJ8Sa97wFwQ5j4V	audio_features	spotify:track:1IjuevPDJ8Sa97wFwQ5j4V	0.607
41	64KEffDW9EtZ1y2vBYgq8T	Marshmello	58	1IjuevPDJ8Sa97wFwQ5j4V	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.116	https://api.spotify.com/v1/audio-analysis/1IjuevPDJ8Sa97wFwQ5j4V	0.712	196571	0.646	0.0	5	0.123	-4.23	1	0.182	104.998	4	https://api.spotify.com/v1/tracks/1IjuevPDJ8Sa97wFwQ5j4V	audio_features	spotify:track:1IjuevPDJ8Sa97wFwQ5j4V	0.607
42	66CXWjxzNUsdJxJ2JdwvnR	Ariana Grande	88	5OCJzvD7sykQEKHH7qAC3C	God is a woman	dance pop, pop, post-teen pop	0.0233	https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C	0.602	197547	0.658	6e-05	1	0.237	-5.934	1	0.0558	145.031	4	https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C	audio_features	spotify:track:5OCJzvD7sykQEKHH7qAC3C	0.268
43	66CXWjxzNUsdJxJ2JdwvnR	Ariana Grande	88	2qT1uLXPVPzGgFOx4jtEuo	no tears left to cry	dance pop, pop, post-teen pop	0.04	https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo	0.699	205920	0.713	3.11e-06	9	0.294	-5.507	0	0.0594	121.993	4	https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo	audio_features	spotify:track:2qT1uLXPVPzGgFOx4jtEuo	0.354
44	4TEJudQY2pXxVHPE3gD2EU	BlocBoy JB	85	4qKcDkK6siZ7Jp1Jb4m0aL	Look Alive (feat. Drake)	hip hop, pop, pop rap, rap, southern hip hop, trap music, vapor trap	0.00104	https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL	0.922	181263	0.581	5.86e-05	10	0.105	-7.495	1	0.27	140.022	4	https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL	audio_features	spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL	0.595
45	4TEJudQY2pXxVHPE3gD2EU	BlocBoy JB	52	2NogS7n5nLxYdJA3KV6Gy7	Club Roc	hip hop, pop, pop rap, rap, southern hip hop, trap music, vapor trap	0.0124	https://api.spotify.com/v1/audio-analysis/2NogS7n5nLxYdJA3KV6Gy7	0.759	132923	0.853	0.000339	7	0.141	-6.963	1	0.278	129.896	4	https://api.spotify.com/v1/tracks/2NogS7n5nLxYdJA3KV6Gy7	audio_features	spotify:track:2NogS7n5nLxYdJA3KV6Gy7	0.462
46	4O15NlyKLIASxsJ0PrXPfz	Lil Uzi Vert	82	0Fpen1PTuEnCmOJtUU9Iud	New Patek	rap, trap music	0.0367	https://api.spotify.com/v1/audio-analysis/0Fpen1PTuEnCmOJtUU9Iud	0.85	343099	0.785	0.0	8	0.155	-4.963	0	0.345	145.063	4	https://api.spotify.com/v1/tracks/0Fpen1PTuEnCmOJtUU9Iud	audio_features	spotify:track:0Fpen1PTuEnCmOJtUU9Iud	0.718
47	6qqNVTkY8uBg9cP3Jd7DAH	Billie Eilish	87	7wC5eZcFS1Q1BsQ35DU6H4	come out and play	electropop, pop	0.693	https://api.spotify.com/v1/audio-analysis/7wC5eZcFS1Q1BsQ35DU6H4	0.64	210376	0.321	0.0307	0	0.114	-14.604	1	0.0931	145.045	4	https://api.spotify.com/v1/tracks/7wC5eZcFS1Q1BsQ35DU6H4	audio_features	spotify:track:7wC5eZcFS1Q1BsQ35DU6H4	0.177
48	6qqNVTkY8uBg9cP3Jd7DAH	Billie Eilish	69	2njUxZ4151DWIrfIK3loFj	COPYCAT - Sofi Tukker Remix	electropop, pop	0.0585	https://api.spotify.com/v1/audio-analysis/2njUxZ4151DWIrfIK3loFj	0.682	198684	0.955	3.18e-05	4	0.226	-5.02	0	0.0591	124.999	4	https://api.spotify.com/v1/tracks/2njUxZ4151DWIrfIK3loFj	audio_features	spotify:track:2njUxZ4151DWIrfIK3loFj	0.451
49	46SHBwWsqBkxI7EeeBEQG7	Kodak Black	75	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	miami hip hop, pop rap, rap, trap music	0.0521	https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z	0.861	228760	0.603	0.0	8	0.0924	-5.788	0	0.176	98.043	4	https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z	audio_features	spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z	0.504
50	46SHBwWsqBkxI7EeeBEQG7	Kodak Black	74	40Rpg3LkZwwzuHJ3GdjMma	Gnarly (feat. Lil Pump)	miami hip hop, pop rap, rap, trap music	0.469	https://api.spotify.com/v1/audio-analysis/40Rpg3LkZwwzuHJ3GdjMma	0.764	186403	0.784	0.0	10	0.123	-4.003	0	0.0833	144.981	4	https://api.spotify.com/v1/tracks/40Rpg3LkZwwzuHJ3GdjMma	audio_features	spotify:track:40Rpg3LkZwwzuHJ3GdjMma	0.51
51	46SHBwWsqBkxI7EeeBEQG7	Kodak Black	72	48KTGG6wBPpleE5KsTuiwy	Identity Theft	miami hip hop, pop rap, rap, trap music	0.0323	https://api.spotify.com/v1/audio-analysis/48KTGG6wBPpleE5KsTuiwy	0.932	148009	0.7	0.0	1	0.137	-6.694	1	0.248	98.001	4	https://api.spotify.com/v1/tracks/48KTGG6wBPpleE5KsTuiwy	audio_features	spotify:track:48KTGG6wBPpleE5KsTuiwy	0.758
52	46SHBwWsqBkxI7EeeBEQG7	Kodak Black	72	2MShy1GSSgbmGUxADNIao5	Calling My Spirit	miami hip hop, pop rap, rap, trap music	0.0996	https://api.spotify.com/v1/audio-analysis/2MShy1GSSgbmGUxADNIao5	0.91	152000	0.366	0.0	1	0.261	-9.954	1	0.0941	119.985	4	https://api.spotify.com/v1/tracks/2MShy1GSSgbmGUxADNIao5	audio_features	spotify:track:2MShy1GSSgbmGUxADNIao5	0.74
53	46SHBwWsqBkxI7EeeBEQG7	Kodak Black	68	1XJBDDpeuZaj5fvmwhdIMw	Take One	miami hip hop, pop rap, rap, trap music	0.114	https://api.spotify.com/v1/audio-analysis/1XJBDDpeuZaj5fvmwhdIMw	0.66	165517	0.615	0.0	1	0.315	-7.2	1	0.47	174.034	4	https://api.spotify.com/v1/tracks/1XJBDDpeuZaj5fvmwhdIMw	audio_features	spotify:track:1XJBDDpeuZaj5fvmwhdIMw	0.501
