	artist_names	popularity_score	track_names	genres_all	acousticness	danceability	duration_ms	energy	instrumentalness	liveness	loudness	mode	speechiness	tempo	time_signature	valence
0	Travis Scott	94	SICKO MODE	pop, pop rap, rap	0.00513	0.8340000000000001	312820	0.73	0.0	0.124	-3.714	1	0.222	155.00799999999998	4	0.446
1	Travis Scott	84	STARGAZING	pop, pop rap, rap	0.009470000000000001	0.48700000000000004	270715	0.789	4.05e-06	0.18899999999999997	-3.69	1	0.044000000000000004	150.007	4	0.0564
2	Travis Scott	82	BUTTERFLY EFFECT	pop, pop rap, rap	0.0531	0.763	190557	0.628	0.0	0.114	-5.85	1	0.05	140.958	4	0.193
3	Sheck Wes	92	Mo Bamba	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.19399999999999998	0.7290000000000001	183907	0.625	0.009859999999999999	0.248	-5.266	1	0.0315	146.034	4	0.261
4	Sheck Wes	63	Do That	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.263	0.782	170435	0.508	0.0706	0.157	-7.153	1	0.231	137.954	4	0.35600000000000004
5	Sheck Wes	63	Chippi Chippi	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.0734	0.677	229400	0.5489999999999999	0.0	0.0916	-7.165	1	0.21100000000000002	77.523	4	0.262
6	Sheck Wes	59	Mindfucker	hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop	0.302	0.804	180800	0.282	8.67e-06	0.151	-10.543	1	0.342	151.988	4	0.0723
7	Halsey	96	Without Me	dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop	0.297	0.752	201661	0.488	9.11e-06	0.0936	-7.05	1	0.0705	136.041	4	0.5329999999999999
8	Halsey	53	Alone - Clean Bandit MFF Remix	dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop	0.0571	0.797	203636	0.753	0.00413	0.24	-6.042000000000001	0	0.0622	126.015	4	0.67
9	Meek Mill	91	Going Bad (feat. Drake)	pop, pop rap, rap, trap music	0.259	0.889	180522	0.496	0.0	0.252	-6.365	0	0.0905	86.00299999999999	4	0.544
10	Meek Mill	76	Uptown Vibes (feat. Fabolous & Anuel AA)	pop, pop rap, rap, trap music	0.0459	0.655	190412	0.835	0.0	0.409	-3.451	1	0.059000000000000004	91.035	4	0.165
11	Meek Mill	73	Championships	pop, pop rap, rap, trap music	0.0786	0.488	261743	0.8029999999999999	0.0	0.215	-4.165	0	0.205	167.329	4	0.319
12	Meek Mill	71	100 Summers	pop, pop rap, rap, trap music	0.171	0.48100000000000004	163834	0.483	0.0	0.0964	-8.174	0	0.331	79.012	4	0.45299999999999996
13	Meek Mill	52	Uptown Vibes (feat. Fabolous & Anuel AA)	pop, pop rap, rap, trap music	0.044000000000000004	0.654	190412	0.8290000000000001	0.0	0.332	-3.53	1	0.045	91.064	4	0.196
14	Meek Mill	50	Almost Slipped	pop, pop rap, rap, trap music	0.198	0.48700000000000004	246793	0.644	0.0	0.228	-6.388999999999999	1	0.281	164.53799999999998	4	0.428
15	Meek Mill	47	100 Summers	pop, pop rap, rap, trap music	0.17600000000000002	0.618	163834	0.485	0.0	0.0951	-8.227	0	0.28	111.869	5	0.45899999999999996
16	Lil Baby	89	Drip Too Hard	atl hip hop, atl trap, rap, trap music	0.0945	0.9	145603	0.653	0.0	0.528	-6.962000000000001	0	0.289	112.50299999999999	4	0.39899999999999997
17	Lil Baby	72	Realist In It (feat. Gucci Mane & Offset)	atl hip hop, atl trap, rap, trap music	0.207	0.932	222958	0.6579999999999999	0.0	0.11800000000000001	-7.707999999999999	0	0.353	109.973	4	0.695
18	Lil Baby	70	Chastised	atl hip hop, atl trap, rap, trap music	0.0912	0.778	123429	0.6459999999999999	0.0	0.166	-4.657	1	0.0345	140.04	4	0.177
19	Lil Baby	67	Never Needed No Help	atl hip hop, atl trap, rap, trap music	0.0467	0.713	195635	0.495	0.0	0.215	-6.885	0	0.11	130.04399999999998	4	0.426
20	Lil Baby	64	Throwing Shade	atl hip hop, atl trap, rap, trap music	0.0119	0.794	192382	0.447	0.00017900000000000001	0.109	-9.253	1	0.152	139.94899999999998	4	0.18899999999999997
21	Lil Baby	63	Leaked	atl hip hop, atl trap, rap, trap music	0.00352	0.797	192045	0.375	0.0	0.0767	-7.5520000000000005	0	0.146	139.999	4	0.171
22	Lil Baby	58	Fit In	atl hip hop, atl trap, rap, trap music	0.316	0.877	213990	0.444	0.0	0.134	-8.47	0	0.451	144.06	4	0.653
23	Flipp Dinero	89	Leave Me Alone	rap, trap music, underground hip hop, vapor trap	0.107	0.792	195637	0.743	0.0	0.183	-2.806	1	0.0851	150.024	4	0.742
24	XXXTENTACION	92	SAD!	emo rap, miami hip hop	0.258	0.74	166606	0.613	0.00372	0.12300000000000001	-4.88	1	0.145	75.023	4	0.473
25	XXXTENTACION	75	I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez	emo rap, miami hip hop	0.11800000000000001	0.767	192229	0.561	0.0	0.0737	-7.417999999999999	0	0.0509	90.021	4	0.542
26	Gucci Mane	89	Wake Up in the Sky	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.00381	0.8	204665	0.578	0.0	0.359	-5.144	0	0.0485	143.01	4	0.36700000000000005
27	Gucci Mane	89	Wake Up in the Sky	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.00381	0.8	204665	0.578	0.0	0.359	-5.144	0	0.0485	143.01	4	0.36700000000000005
28	Gucci Mane	72	I'm Not Goin' (feat. Kevin Gates)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.156	0.835	196087	0.527	0.0	0.121	-5.48	1	0.295	131.02	4	0.292
29	Gucci Mane	72	I'm Not Goin' (feat. Kevin Gates)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.156	0.835	196087	0.527	0.0	0.121	-5.48	1	0.295	131.02	4	0.292
30	Gucci Mane	70	BiPolar (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.14400000000000002	0.745	214611	0.5760000000000001	0.0	0.154	-6.688	1	0.132	157.083	4	0.16
31	Gucci Mane	70	BiPolar (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.14400000000000002	0.745	214611	0.5760000000000001	0.0	0.154	-6.688	1	0.132	157.083	4	0.16
32	Gucci Mane	65	Lost Y'all Mind (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.127	0.838	155287	0.7759999999999999	1.7899999999999998e-05	0.124	-4.905	0	0.212	94.971	4	0.6609999999999999
33	Gucci Mane	65	Lost Y'all Mind (feat. Quavo)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.127	0.838	155287	0.7759999999999999	1.7899999999999998e-05	0.124	-4.905	0	0.212	94.971	4	0.6609999999999999
34	Gucci Mane	62	Solitaire (feat. Migos & Lil Yachty)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.0271	0.8109999999999999	139130	0.54	0.0	0.106	-7.977	0	0.32899999999999996	138.016	4	0.436
35	Gucci Mane	62	Solitaire (feat. Migos & Lil Yachty)	atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music	0.0271	0.8109999999999999	139130	0.54	0.0	0.106	-7.977	0	0.32899999999999996	138.016	4	0.436
36	Marshmello	95	Happier	brostep, edm, egyptian pop, pop, progressive electro house	0.191	0.687	214290	0.792	0.0	0.16699999999999998	-2.7489999999999997	1	0.0452	100.015	4	0.6709999999999999
37	Marshmello	58	Tell Me	brostep, edm, egyptian pop, pop, progressive electro house	0.006509999999999999	0.5579999999999999	158400	0.919	0.789	0.196	-1.9480000000000002	1	0.0426	150.049	4	0.8390000000000001
38	Marshmello	58	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.11599999999999999	0.7120000000000001	196571	0.6459999999999999	0.0	0.12300000000000001	-4.23	1	0.182	104.99799999999999	4	0.607
39	Marshmello	58	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.11599999999999999	0.7120000000000001	196571	0.6459999999999999	0.0	0.12300000000000001	-4.23	1	0.182	104.99799999999999	4	0.607
40	Marshmello	58	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.11599999999999999	0.7120000000000001	196571	0.6459999999999999	0.0	0.12300000000000001	-4.23	1	0.182	104.99799999999999	4	0.607
41	Marshmello	58	Happier - Frank Walker Remix	brostep, edm, egyptian pop, pop, progressive electro house	0.11599999999999999	0.7120000000000001	196571	0.6459999999999999	0.0	0.12300000000000001	-4.23	1	0.182	104.99799999999999	4	0.607
42	Ariana Grande	88	God is a woman	dance pop, pop, post-teen pop	0.0233	0.602	197547	0.6579999999999999	5.9999999999999995e-05	0.237	-5.934	1	0.0558	145.031	4	0.268
43	Ariana Grande	88	no tears left to cry	dance pop, pop, post-teen pop	0.04	0.6990000000000001	205920	0.713	3.11e-06	0.294	-5.507000000000001	0	0.0594	121.993	4	0.354
44	BlocBoy JB	85	Look Alive (feat. Drake)	hip hop, pop, pop rap, rap, southern hip hop, trap music, vapor trap	0.0010400000000000001	0.922	181263	0.581	5.8599999999999995e-05	0.105	-7.495	1	0.27	140.02200000000002	4	0.595
45	BlocBoy JB	52	Club Roc	hip hop, pop, pop rap, rap, southern hip hop, trap music, vapor trap	0.0124	0.759	132923	0.853	0.000339	0.141	-6.962999999999999	1	0.278	129.89600000000002	4	0.462
46	Lil Uzi Vert	82	New Patek	rap, trap music	0.0367	0.85	343099	0.785	0.0	0.155	-4.963	0	0.345	145.063	4	0.718
47	Billie Eilish	87	come out and play	electropop, pop	0.693	0.64	210376	0.321	0.0307	0.114	-14.604000000000001	1	0.0931	145.045	4	0.177
48	Billie Eilish	69	COPYCAT - Sofi Tukker Remix	electropop, pop	0.0585	0.682	198684	0.955	3.18e-05	0.226	-5.02	0	0.0591	124.999	4	0.451
49	Kodak Black	75	ZEZE (feat. Travis Scott & Offset)	miami hip hop, pop rap, rap, trap music	0.0521	0.861	228760	0.603	0.0	0.0924	-5.787999999999999	0	0.17600000000000002	98.04299999999999	4	0.504
50	Kodak Black	74	Gnarly (feat. Lil Pump)	miami hip hop, pop rap, rap, trap music	0.469	0.764	186403	0.784	0.0	0.12300000000000001	-4.003	0	0.0833	144.981	4	0.51
51	Kodak Black	72	Identity Theft	miami hip hop, pop rap, rap, trap music	0.0323	0.932	148009	0.7	0.0	0.13699999999999998	-6.694	1	0.248	98.001	4	0.758
52	Kodak Black	72	Calling My Spirit	miami hip hop, pop rap, rap, trap music	0.0996	0.91	152000	0.366	0.0	0.261	-9.954	1	0.0941	119.985	4	0.74
53	Kodak Black	68	Take One	miami hip hop, pop rap, rap, trap music	0.114	0.66	165517	0.615	0.0	0.315	-7.2	1	0.47	174.03400000000002	4	0.501
54	Kodak Black	68	Malcolm X.X.X.	miami hip hop, pop rap, rap, trap music	0.46	0.47	195675	0.721	0.0	0.648	-5.864	1	0.39899999999999997	169.572	4	0.348
55	Kodak Black	68	From The Cradle	miami hip hop, pop rap, rap, trap music	0.212	0.7929999999999999	191672	0.446	0.0	0.19399999999999998	-5.926	0	0.0935	141.013	4	0.183
56	Kodak Black	68	Close To The Grave	miami hip hop, pop rap, rap, trap music	0.044000000000000004	0.638	221538	0.528	0.0	0.146	-6.83	1	0.179	129.695	4	0.368
57	Kodak Black	67	Could Of Been Different	miami hip hop, pop rap, rap, trap music	0.23199999999999998	0.883	192000	0.823	0.0	0.0817	-4.53	1	0.24600000000000002	104.955	4	0.35
58	Kodak Black	67	If I'm Lyin, I'm Flyin	miami hip hop, pop rap, rap, trap music	0.0996	0.715	130929	0.617	3.41e-06	0.18600000000000003	-5.558	0	0.24	176.11700000000002	4	0.28300000000000003
59	Kodak Black	54	MoshPit (feat. Juice WRLD)	miami hip hop, pop rap, rap, trap music	0.33899999999999997	0.7609999999999999	164038	0.622	0.0	0.107	-4.291	1	0.28	157.911	4	0.45299999999999996
60	Kodak Black	60	Running Outta Love	miami hip hop, pop rap, rap, trap music	0.336	0.7090000000000001	225367	0.7040000000000001	0.0	0.262	-4.465	1	0.0882	132.043	4	0.387
61	Kodak Black	48	I Get Lonely	miami hip hop, pop rap, rap, trap music	0.612	0.742	213338	0.595	0.0	0.1	-4.191	1	0.156	132.099	4	0.38
62	Steve Aoki	85	Waste It On Me (feat. BTS)	big room, dance pop, edm, electro house, pop, tropical house	0.252	0.669	192537	0.684	0.0	0.72	-4.595	1	0.0585	96.09700000000001	4	0.466
63	Steve Aoki	85	Waste It On Me (feat. BTS)	big room, dance pop, edm, electro house, pop, tropical house	0.252	0.669	192537	0.684	0.0	0.72	-4.595	1	0.0585	96.09700000000001	4	0.466
64	Steve Aoki	39	Waste It On Me - W&W Remix	big room, dance pop, edm, electro house, pop, tropical house	0.015	0.374	199691	0.914	0.00158	0.815	-3.76	0	0.191	128.15200000000002	4	0.318
65	Steve Aoki	39	Waste It On Me - W&W Remix	big room, dance pop, edm, electro house, pop, tropical house	0.015	0.374	199691	0.914	0.00158	0.815	-3.76	0	0.191	128.15200000000002	4	0.318
66	Steve Aoki	61	Lie To Me	big room, dance pop, edm, electro house, pop, tropical house	0.0772	0.624	179094	0.8190000000000001	0.00028700000000000004	0.282	-2.8569999999999998	0	0.0496	109.759	4	0.638
67	Steve Aoki	61	Lie To Me	big room, dance pop, edm, electro house, pop, tropical house	0.0772	0.624	179094	0.8190000000000001	0.00028700000000000004	0.282	-2.8569999999999998	0	0.0496	109.759	4	0.638
68	Juice WRLD	68	Candles	rap	0.348	0.715	183703	0.5820000000000001	0.0	0.2	-6.212000000000001	1	0.0761	157.005	4	0.35700000000000004
69	Juice WRLD	75	Hide (feat. Seezyn)	rap	0.0779	0.7170000000000001	205800	0.645	0.0	0.146	-5.0889999999999995	0	0.0774	150.04399999999998	4	0.13699999999999998
70	Lil Skies	78	Creeping (feat. Rich the Kid)	rap, trap music	0.0108	0.7290000000000001	179831	0.687	0.0	0.162	-8.06	0	0.25	160.085	4	0.6829999999999999
71	Lil Skies	78	Creeping (feat. Rich the Kid)	rap, trap music	0.0108	0.7290000000000001	179831	0.687	0.0	0.162	-8.06	0	0.25	160.085	4	0.6829999999999999
72	Lil Skies	76	No Rest	rap, trap music	0.0186	0.655	135535	0.498	4.47e-06	0.139	-13.147	1	0.0479	162.861	4	0.508
73	Lil Skies	76	No Rest	rap, trap music	0.0186	0.655	135535	0.498	4.47e-06	0.139	-13.147	1	0.0479	162.861	4	0.508
74	Lil Skies	73	Opps Want Me Dead	rap, trap music	0.0508	0.779	167442	0.591	0.0	0.1	-8.504	1	0.344	86.02	4	0.501
75	Lil Skies	73	Opps Want Me Dead	rap, trap music	0.0508	0.779	167442	0.591	0.0	0.1	-8.504	1	0.344	86.02	4	0.501
76	Lil Skies	52	Red Roses - 4B Remix	rap, trap music	0.0237	0.746	236800	0.983	0.000343	0.0784	-0.9990000000000001	0	0.17600000000000002	150.012	4	0.535
77	Lil Skies	52	Red Roses - 4B Remix	rap, trap music	0.0237	0.746	236800	0.983	0.000343	0.0784	-0.9990000000000001	0	0.17600000000000002	150.012	4	0.535
78	Lauv	84	There's No Way (feat. Julia Michaels)	dance pop, electropop, pop, post-teen pop	0.49	0.755	174861	0.625	0.0	0.157	-7.114	1	0.0896	147.02	4	0.374
79	Lauv	75	Enemies	dance pop, electropop, pop, post-teen pop	0.175	0.696	194755	0.693	0.0	0.122	-4.64	1	0.044000000000000004	126.025	4	0.601
80	Lauv	65	Breathe	dance pop, electropop, pop, post-teen pop	0.728	0.32	237810	0.39299999999999996	0.0	0.341	-8.08	1	0.039	136.746	4	0.193
81	Lauv	61	Adrenaline	dance pop, electropop, pop, post-teen pop	0.354	0.644	206368	0.688	2.57e-06	0.0741	-4.407	1	0.10800000000000001	94.93799999999999	4	0.616
82	5 Seconds of Summer	85	Youngblood	boy band, dance pop, pop, post-teen pop	0.0169	0.596	203418	0.8540000000000001	0.0	0.124	-5.114	0	0.46299999999999997	120.274	4	0.152
83	5 Seconds of Summer	85	Youngblood	boy band, dance pop, pop, post-teen pop	0.0169	0.596	203418	0.8540000000000001	0.0	0.124	-5.114	0	0.46299999999999997	120.274	4	0.152
84	5 Seconds of Summer	68	Ghost Of You	boy band, dance pop, pop, post-teen pop	0.0965	0.45799999999999996	197411	0.561	0.0	0.156	-4.819	1	0.0269	149.875	3	0.20600000000000002
85	5 Seconds of Summer	68	Ghost Of You	boy band, dance pop, pop, post-teen pop	0.0965	0.45799999999999996	197411	0.561	0.0	0.156	-4.819	1	0.0269	149.875	3	0.20600000000000002
86	5 Seconds of Summer	62	Monster Among Men	boy band, dance pop, pop, post-teen pop	0.0918	0.495	192332	0.6779999999999999	0.0	0.078	-4.627	1	0.0583	166.105	4	0.475
87	5 Seconds of Summer	62	Monster Among Men	boy band, dance pop, pop, post-teen pop	0.0918	0.495	192332	0.6779999999999999	0.0	0.078	-4.627	1	0.0583	166.105	4	0.475
88	5 Seconds of Summer	57	Stay - Recorded at Spotify Studios NYC	boy band, dance pop, pop, post-teen pop	0.287	0.33799999999999997	190928	0.39899999999999997	0.0	0.32299999999999995	-10.11	1	0.0378	169.74200000000002	4	0.327
89	5 Seconds of Summer	57	Stay - Recorded at Spotify Studios NYC	boy band, dance pop, pop, post-teen pop	0.287	0.33799999999999997	190928	0.39899999999999997	0.0	0.32299999999999995	-10.11	1	0.0378	169.74200000000002	4	0.327
90	5 Seconds of Summer	63	Youngblood - Acoustic	boy band, dance pop, pop, post-teen pop	0.127	0.607	220996	0.589	0.0	0.182	-6.068	0	0.0274	114.946	4	0.39899999999999997
91	5 Seconds of Summer	63	Youngblood - Acoustic	boy band, dance pop, pop, post-teen pop	0.127	0.607	220996	0.589	0.0	0.182	-6.068	0	0.0274	114.946	4	0.39899999999999997
92	Shawn Mendes	81	Lost In Japan	canadian pop, dance pop, pop, post-teen pop, viral pop	0.255	0.713	201200	0.738	0.0	0.106	-6.784	1	0.374	105.027	4	0.425
93	Shawn Mendes	46	Youth (Remix) [feat. Khalid, and Jessie Reyez] - Remix	canadian pop, dance pop, pop, post-teen pop, viral pop	0.608	0.607	201493	0.593	0.0	0.0736	-6.867000000000001	0	0.0825	99.963	4	0.303
94	Shawn Mendes	73	Like To Be You (feat. Julia Michaels)	canadian pop, dance pop, pop, post-teen pop, viral pop	0.812	0.737	159400	0.451	0.0	0.10800000000000001	-9.405	1	0.22899999999999998	153.766	4	0.664
95	Shawn Mendes	73	Like To Be You (feat. Julia Michaels)	canadian pop, dance pop, pop, post-teen pop, viral pop	0.812	0.737	159400	0.451	0.0	0.10800000000000001	-9.405	1	0.22899999999999998	153.766	4	0.664
96	Shawn Mendes	73	Like To Be You (feat. Julia Michaels)	canadian pop, dance pop, pop, post-teen pop, viral pop	0.812	0.737	159400	0.451	0.0	0.10800000000000001	-9.405	1	0.22899999999999998	153.766	4	0.664
97	Shawn Mendes	73	Like To Be You (feat. Julia Michaels)	canadian pop, dance pop, pop, post-teen pop, viral pop	0.812	0.737	159400	0.451	0.0	0.10800000000000001	-9.405	1	0.22899999999999998	153.766	4	0.664
98	Shawn Mendes	67	Queen	canadian pop, dance pop, pop, post-teen pop, viral pop	0.19699999999999998	0.878	204693	0.688	0.0	0.0872	-7.254	1	0.11	131.02	4	0.917
99	Smokepurpp	77	Nephew (feat. Lil Pump)	miami hip hop, rap, southern hip hop, trap music, underground hip hop, vapor trap	0.004220000000000001	0.792	202963	0.45399999999999996	0.0	0.285	-6.752999999999999	1	0.45799999999999996	161.993	4	0.674
100	Smokepurpp	68	123	miami hip hop, rap, southern hip hop, trap music, underground hip hop, vapor trap	0.196	0.88	170000	0.61	0.0	0.105	-5.257000000000001	1	0.402	135.993	4	0.38299999999999995
101	21 Savage	69	break da law	atl hip hop, hip hop, pop, pop rap, rap, trap music	0.0493	0.904	177748	0.575	0.0	0.256	-7.8229999999999995	1	0.34600000000000003	141.039	4	0.359
102	21 Savage	68	1.5	atl hip hop, hip hop, pop, pop rap, rap, trap music	0.000244	0.885	148656	0.52	1.16e-06	0.45399999999999996	-8.353	1	0.359	84.022	4	0.306
103	Cardi B	76	Be Careful	pop, rap	0.0256	0.82	210787	0.568	0.0	0.0952	-8.23	0	0.41100000000000003	152.279	4	0.535
104	Cardi B	57	I Like It	pop, rap	0.0981	0.8140000000000001	253390	0.721	0.0	0.37799999999999995	-4.026	0	0.136	136.05	4	0.643
105	Post Malone	77	Spoil My Night (feat. Swae Lee)	pop, rap	0.337	0.669	194560	0.675	1.4999999999999999e-05	0.109	-2.8689999999999998	1	0.0337	160.911	4	0.262
106	Post Malone	76	Same Bitches (feat. G-Eazy & YG)	pop, rap	0.379	0.727	212467	0.774	2.47e-06	0.114	-5.246	0	0.0588	99.932	4	0.21100000000000002
107	Post Malone	54	Rich & Sad	pop, rap	0.192	0.591	206453	0.573	0.0	0.0968	-5.016	1	0.0889	152.08	4	0.257
108	Post Malone	53	Ball For Me	pop, rap	0.511	0.775	206267	0.527	0.0	0.0799	-4.213	0	0.29600000000000004	133.953	4	0.474
110	Queen Naija	73	Medicine	deep pop r&b, pop, r&b	0.24	0.741	219136	0.37	0.0	0.11800000000000001	-8.437000000000001	0	0.324	116.06	4	0.13
111	Queen Naija	73	Medicine	deep pop r&b, pop, r&b	0.24	0.741	219136	0.37	0.0	0.11800000000000001	-8.437000000000001	0	0.324	116.06	4	0.13
112	Queen Naija	73	Medicine	deep pop r&b, pop, r&b	0.24	0.741	219136	0.37	0.0	0.11800000000000001	-8.437000000000001	0	0.324	116.06	4	0.13
113	Queen Naija	73	Medicine	deep pop r&b, pop, r&b	0.24	0.741	219136	0.37	0.0	0.11800000000000001	-8.437000000000001	0	0.324	116.06	4	0.13
114	Queen Naija	61	Bad Boy	deep pop r&b, pop, r&b	0.41	0.491	200827	0.5589999999999999	0.0	0.0842	-6.557	1	0.33	187.88400000000001	4	0.486
115	Queen Naija	61	Bad Boy	deep pop r&b, pop, r&b	0.41	0.491	200827	0.5589999999999999	0.0	0.0842	-6.557	1	0.33	187.88400000000001	4	0.486
116	Queen Naija	61	Bad Boy	deep pop r&b, pop, r&b	0.41	0.491	200827	0.5589999999999999	0.0	0.0842	-6.557	1	0.33	187.88400000000001	4	0.486
117	Queen Naija	61	Bad Boy	deep pop r&b, pop, r&b	0.41	0.491	200827	0.5589999999999999	0.0	0.0842	-6.557	1	0.33	187.88400000000001	4	0.486
118	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
119	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
120	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
121	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
122	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
123	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
124	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
125	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
126	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
127	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
128	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
129	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
130	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
131	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
132	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
133	Queen Naija	61	Mama's Hand	deep pop r&b, pop, r&b	0.129	0.35	240157	0.581	1.67e-06	0.0795	-4.946000000000001	0	0.0806	164.233	4	0.214
134	Queen Naija	51	War Cry	deep pop r&b, pop, r&b	0.41100000000000003	0.584	306309	0.647	0.0	0.122	-3.18	0	0.0344	128.082	4	0.302
135	Queen Naija	51	War Cry	deep pop r&b, pop, r&b	0.41100000000000003	0.584	306309	0.647	0.0	0.122	-3.18	0	0.0344	128.082	4	0.302
136	Queen Naija	51	War Cry	deep pop r&b, pop, r&b	0.41100000000000003	0.584	306309	0.647	0.0	0.122	-3.18	0	0.0344	128.082	4	0.302
137	Queen Naija	51	War Cry	deep pop r&b, pop, r&b	0.41100000000000003	0.584	306309	0.647	0.0	0.122	-3.18	0	0.0344	128.082	4	0.302
138	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
139	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
140	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
141	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
142	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
143	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
144	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
145	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
146	Queen Naija	54	Medicine	deep pop r&b, pop, r&b	0.231	0.769	219338	0.381	0.0	0.113	-8.422	0	0.29600000000000004	115.70200000000001	4	0.12300000000000001
