	artist_names	popularity_score	track_names	genres_all	acousticness	danceability	duration_ms	energy	instrumentalness	liveness	loudness	mode	speechiness	tempo	time_signature	valence
663	Little Mix	68	Joan of Arc	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.0021100000000000003	0.8140000000000001	191760	0.627	0.00124	0.0607	-3.2939999999999996	1	0.0499	100.01899999999999	4	0.603
664	Little Mix	68	Joan of Arc	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.0021100000000000003	0.8140000000000001	191760	0.627	0.00124	0.0607	-3.2939999999999996	1	0.0499	100.01899999999999	4	0.603
665	Little Mix	67	Love a Girl Right	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.0214	0.624	182880	0.669	0.0	0.10300000000000001	-5.011	0	0.0892	99.959	4	0.502
666	Little Mix	67	Love a Girl Right	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.0214	0.624	182880	0.669	0.0	0.10300000000000001	-5.011	0	0.0892	99.959	4	0.502
667	Little Mix	66	Woman's World	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.14400000000000002	0.456	217747	0.6709999999999999	0.0	0.121	-5.159	0	0.0567	163.828	4	0.16399999999999998
668	Little Mix	66	Woman's World	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.14400000000000002	0.456	217747	0.6709999999999999	0.0	0.121	-5.159	0	0.0567	163.828	4	0.16399999999999998
669	Little Mix	60	The Cure	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.27399999999999997	0.605	215360	0.748	0.0	0.10300000000000001	-5.043	1	0.0527	96.04299999999999	4	0.21899999999999997
670	Little Mix	60	The Cure	dance pop, girl group, pop, post-teen pop, r&b, talent show	0.27399999999999997	0.605	215360	0.748	0.0	0.10300000000000001	-5.043	1	0.0527	96.04299999999999	4	0.21899999999999997
671	Ekali	60	Blame	bass trap, brostep, edm, electro house, electronic trap, tropical pop edm, vapor soul, vapor twitch	0.114	0.624	177152	0.68	6.78e-05	0.0614	-7.285	0	0.0421	91.99799999999999	4	0.11699999999999999
672	Framing Hanley	60	Puzzle Pieces	alternative metal, nu metal, post-grunge, screamo	0.00106	0.508	220387	0.7490000000000001	0.0	0.0594	-5.321000000000001	1	0.0488	136.135	4	0.245
673	Star Cast	58	"There For You - From “Star"" Season 2"	deep pop r&b, trap queen	0.177	0.885	137787	0.5670000000000001	4.43e-06	0.081	-8.56	0	0.156	116.02799999999999	4	0.522
674	Star Cast	48	"Breathe - From “Star"" Season 3"	deep pop r&b, trap queen	0.633	0.34700000000000003	150160	0.547	0.0	0.114	-5.9239999999999995	1	0.0636	170.017	4	0.541
675	JP Saxe	62	The Few Things	canadian contemporary r&b	0.601	0.536	244355	0.322	2.26e-05	0.113	-12.834000000000001	1	0.0621	135.5	4	0.23600000000000002
676	JP Saxe	62	The Few Things	canadian contemporary r&b	0.601	0.536	244355	0.322	2.26e-05	0.113	-12.834000000000001	1	0.0621	135.5	4	0.23600000000000002
677	JP Saxe	62	The Few Things	canadian contemporary r&b	0.601	0.536	244355	0.322	2.26e-05	0.113	-12.834000000000001	1	0.0621	135.5	4	0.23600000000000002
678	JP Saxe	62	The Few Things	canadian contemporary r&b	0.601	0.536	244355	0.322	2.26e-05	0.113	-12.834000000000001	1	0.0621	135.5	4	0.23600000000000002
