,artist_ids,genres_all
298,2gBjLmx6zQnFGQJCAQpRgw,"dance pop, hip hop, pop, pop rap, r&b, rap, southern hip hop, urban contemporary"
299,2pSObt5Fk8izuX8ZfI3jRn,"country rap, redneck"
300,0YWxKQj2Go9CGHCp77UOyy,"dance pop, gangster rap, hardcore hip hop, hip hop, hip pop, pop, pop rap, r&b, rap, trap music, urban contemporary"
301,21dooacK2WGBB5amYvKyfM,"miami hip hop, rap, southern hip hop, trap music, underground hip hop, vapor trap"
302,1eEfMU2AhEo7XnKgL7c304,"adult standards, brill building pop, christmas, mellow gold, soft rock"
303,5lpH0xAS4fVfLkACg9DAuM,"new wave pop, soft rock"
304,6kACVPfCOnqzgfEF5ryl0x,"outlaw country, traditional country"
305,3RqBeV12Tt7A8xH3zBDDUF,"contemporary country, indonesian jazz, pop"
306,757aE44tKEUQEqRuT6GnEB,"rap, trap music, vapor trap"
307,0RESbWvOMyua0yuyVrztJ5,"rap, southern hip hop, trap music, vapor trap"
308,0ONHkAv9pCAFxb0zJwDNTy,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop"
309,6fxyWrfmjcbj5d12gXeiNV,"drill, hip hop, miami hip hop, pop rap, rap, trap music, underground hip hop, vapor trap"
310,7FBcuc1gsnv6Y1nwFtNRCb,"emo, pop punk"
311,5nSGBmlgUdqWNExnOX8VtV,"environmental, sleep"
312,2o5jDhtHVPhrJdv3cEQ99Z,"big room, brostep, dance pop, edm, electro house, house, pop, trance, tropical house"
313,2feDdbD5araYcm6JhFHHw7,"dance pop, pop, pop rap, r&b"
314,05fG473iIaoy82BF1aGhL8,"alternative metal, nu metal, post-grunge, rap metal"
315,6WY7D3jk8zTrHtmkqqo5GI,contemporary country
316,2cADQgiLMjNhbsfeN52Bf3,"battle rap, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, trap music"
317,10exVja0key0uqUkk6LJRT,"indie folk, modern rock, pop"
318,0ECwFtbIWEVNwjlrfc6xoL,"album rock, classic rock, folk rock, heartland rock, mellow gold, rock, soft rock"
319,738wLrAtLtCtFOLvQBXOXp,"dance pop, edm, electro house, moombahton, pop"
320,3crnzLy8R4lVwaigKEOz7V,"gangster rap, hip hop, hyphy, pop rap, rap, southern hip hop, trap music, west coast rap, west coast trap"
321,3YCKuqpv9nCsIhJ2v8SMix,"anthem worship, ccm, christian music, world worship, worship"
322,7wg1qvie3KqDNQbAkTdbX0,"edm, electropop, pop, tropical house"
323,4mxWe1mtYIYfP040G38yvS,"contemporary country, country, country road"
324,1moxjboGR7GNWYIMWsRjgG,"chamber pop, folk-pop, pop"
325,25uiPmTg16RbhZWAqwLBy5,"candy pop, dance pop, edm, electropop, hip pop, metropopolis, pop, post-teen pop, r&b, tropical house"
326,790FomKkXshlbRYZFtlgla,reggaeton
327,3qm84nBOXUEQ2vnTfUTTFC,"glam metal, hard rock, rock"
328,5IH6FPUwQTxPSXurCrcIov,"dance pop, pop"
329,34Y0ldeyUv7jBvukWOGASO,"rap, trap music"
330,5XDJlfdfbGNJrOJJNxTcdq,deep underground hip hop
331,00XhexlJEXQstHimpZN910,"latin, reggaeton flow, trap latino, tropical"
332,4J13m9IZh03PEhoxAxRhXO,"banda, norteno, regional mexican"
333,2ZRQcIgzPCVaT9XKhXZIzh,"dance pop, edm, electro house, indie poptimism, pop, tropical house"
334,3crnzLy8R4lVwaigKEOz7V,"gangster rap, hip hop, hyphy, pop rap, rap, southern hip hop, trap music, west coast rap, west coast trap"
335,3YCKuqpv9nCsIhJ2v8SMix,"anthem worship, ccm, christian music, world worship, worship"
336,4MoAOfV4ROWofLG3a3hhBN,"contemporary country, country, country road, modern country rock"
337,7wg1qvie3KqDNQbAkTdbX0,"edm, electropop, pop, tropical house"
338,4mxWe1mtYIYfP040G38yvS,"contemporary country, country, country road"
339,1moxjboGR7GNWYIMWsRjgG,"chamber pop, folk-pop, pop"
340,26T4yOaOoFJvUvxR87Y9HO,"anthem worship, christian music, deep ccm, world worship, worship"
341,2ysnwxxNtSgbb9t1m2Ur4j,"neo-singer-songwriter, pop"
342,6KZDXtSj0SzGOV705nNeh3,"dance pop, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap music, urban contemporary"
343,4lDBihdpMlOalxy1jkUbPl,pop
344,63nv0hWWDob56Rk8GlNpN8,movie tunes
345,3RtNN1VnooWEn3KQk03DUL,"latin, latin hip hop, reggaeton flow, trap latino, tropical"
346,0p4nmQO2msCgU4IF37Wi3j,"canadian pop, candy pop, dance pop, pop, post-teen pop"
347,5Berubt6ysOy2LCMyqhmXP,"atl hip hop, atl trap, pop rap, rap, southern hip hop, trap music"
348,5OSQDUNmll299ldFIF1Dau,"adult standards, christmas, neo classical metal, progressive metal"
349,0rvjqX7ttXeg3mTy8Xscbt,"album rock, hard rock, mellow gold, rock, soft rock"
350,5Zq7R5qmi58ByYyBQTlNuk,"canadian contemporary country, contemporary country, country, country road, modern country rock"
351,4Rxn7Im3LGfyRkY2FlHhWi,"dance pop, pop, post-teen pop, r&b, viral pop"
352,0CEFCo8288kQU7mJi25s6E,"alternative metal, nu metal, pop punk, post-grunge, rap metal, rap rock, screamo"
353,1Y8cdNmUJH7yBTd9yOvr5i,"dance pop, girl group, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary"
354,7HV2RI2qNug4EcQqLbCAKS,"broadway, hollywood"
355,4tX2TplrkIP4v05BNC903e,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, roots rock, soft rock"
356,2NdeV5rLm47xAvogXrYhJX,"dance pop, hip hop, hip pop, pop, pop rap, post-teen pop, r&b, rap, urban contemporary"
357,4jogXSSvlyMkODGSZ2wc2P,"banda, regional mexican"
358,6Dd3NScHWwnW6obMFbl1BH,"dance pop, electropop, pop, post-teen pop"
359,0YC192cP3KPCRWx8zr8MfZ,"german soundtrack, soundtrack"
360,0p4nmQO2msCgU4IF37Wi3j,"canadian pop, candy pop, dance pop, pop, post-teen pop"
361,5Berubt6ysOy2LCMyqhmXP,"atl hip hop, atl trap, pop rap, rap, southern hip hop, trap music"
362,5OSQDUNmll299ldFIF1Dau,"adult standards, christmas, neo classical metal, progressive metal"
363,0rvjqX7ttXeg3mTy8Xscbt,"album rock, hard rock, mellow gold, rock, soft rock"
364,49bzE5vRBRIota4qeHtQM8,"alternative metal, christian alternative rock, christian music, christian rock, post-grunge"
365,7sfl4Xt5KmfyDs2T3SVSMK,"atl hip hop, crunk, dance pop, dirty south rap, pop rap, southern hip hop, trap music"
366,7qG3b048QCHVRO5Pv1T5lw,"dance pop, latin, latin pop, mexican pop, pop, tropical"
367,6XpaIBNiVzIetEPCWDvAFP,"dance pop, pop, r&b, urban contemporary"
368,5Zq7R5qmi58ByYyBQTlNuk,"canadian contemporary country, contemporary country, country, country road, modern country rock"
369,4Rxn7Im3LGfyRkY2FlHhWi,"dance pop, pop, post-teen pop, r&b, viral pop"
370,6i392l38cR3uBPF0DbNs7S,"hip hop, pop, pop rap, rap, southern hip hop, trap music, vapor trap"
371,2DlGxzQSjYe5N6G9nkYghR,"dance pop, pop, post-teen pop, r&b, urban contemporary"
372,0eHQ9o50hj6ZDNBt6Ys1sD,"latin, latin hip hop, latin pop, pop, reggaeton, reggaeton flow, tropical"
373,3IYUhFvPQItj6xySrBmZkd,"album rock, classic rock, rock, roots rock, southern rock"
374,5lHRUCqkQZCIWeX7xG4sYT,"atl hip hop, pop rap, rap, southern hip hop, trap music"
375,7EK1bQADBoqbYXnT4Cqv9w,"adult standards, christmas, folk, folk rock, mellow gold, soft rock"
376,21451j1KhjAiaYKflxBjr1,"latin, latin hip hop, latin pop, pop, reggaeton, tropical"
377,4LEiUm1SRbFMgfqnQTwUbQ,"chamber pop, folk-pop, indie folk, indie pop, melancholia, slow core, stomp and holler"
378,6U1dBXJhC8gXFjamvFTmHg,"hollywood, post-teen pop"
379,35S20clEkkSNUo23ViaslZ,christmas
380,2VZNmg4vCnew4Pavo8zDdW,"compositional ambient, focus, sleep, soundtrack"
381,1mfDfLsMxYcOOZkzBxvSVW,"canadian contemporary country, contemporary country, country, country road, modern country rock"
382,1fux65HMCBvfJHqlBc4Nno,reggaeton flow
383,6cEuCEZu7PAE9ZSzLLc2oQ,"big room, dance pop, deep big room, dutch house, edm, electro house, pop, progressive electro house, tropical house"
384,5aIqB5nVVvmFsvSdExz408,"baroque, classical, early music, german baroque"
385,0bdfiayQAKewqEvaU6rXCv,"dance pop, danish pop, electropop, pop, tropical house"
386,20qISvAhX20dpIbOOzGK3q,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop"
387,1l8Fu6IkuTP0U5QetQJ5Xt,"dance pop, electropop, girl group, pop, post-teen pop, r&b, talent show"
388,1dID9zgn0OV0Y8ud7Mh2tS,"canadian contemporary country, contemporary country, country, country road, modern country rock"
389,2ODbg2404zUzTi02qIPEjB,"rap, trap music, underground hip hop, vapor trap"
390,6XpaIBNiVzIetEPCWDvAFP,"dance pop, pop, r&b, urban contemporary"
391,5Zq7R5qmi58ByYyBQTlNuk,"canadian contemporary country, contemporary country, country, country road, modern country rock"
392,4Rxn7Im3LGfyRkY2FlHhWi,"dance pop, pop, post-teen pop, r&b, viral pop"
393,55fhWPvDiMpLnE4ZzNXZyW,"dance pop, electropop, pop, post-teen pop"
394,0CEFCo8288kQU7mJi25s6E,"alternative metal, nu metal, pop punk, post-grunge, rap metal, rap rock, screamo"
395,1Y8cdNmUJH7yBTd9yOvr5i,"dance pop, girl group, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary"
396,7HV2RI2qNug4EcQqLbCAKS,"broadway, hollywood"
397,4tX2TplrkIP4v05BNC903e,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, roots rock, soft rock"
398,2NdeV5rLm47xAvogXrYhJX,"dance pop, hip hop, hip pop, pop, pop rap, post-teen pop, r&b, rap, urban contemporary"
399,4jogXSSvlyMkODGSZ2wc2P,"banda, regional mexican"
400,4MVyzYMgTwdP7Z49wAZHx0,"album rock, blues-rock, classic rock, hard rock, mellow gold, rock, southern rock"
401,5XenQ7XfcvQdfIbpLEFaKQ,"alternative r&b, hip hop, indie r&b, pop rap, rap, underground hip hop"
402,7Ey4PD4MYsKc5I2dolUwbH,"album rock, classic rock, hard rock, rock"
403,2hPgGN4uhvXAxiXQBIXOmE,"hip hop, pop rap, rap"
404,5q8HGNo0BjLWaTAhRtbwxa,"contemporary country, country, country road, modern country rock, redneck"
405,1qto4hHid1P71emI6Fd8xi,"bachata, latin, latin hip hop, latin pop, tropical"
406,2bA6fzP0lMAQ4kz6CF61w8,"contemporary country, country, country road"
407,3RNrq3jvMZxD9ZyoOZbQOD,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rap rock, rock"
408,1AhjOkOLkbHUfcHDSErXQs,lo-fi beats
409,3tlXnStJ1fFhdScmQeLpuG,"alternative r&b, deep pop r&b, indie r&b, pop, r&b, rap, trap soul"
410,790FomKkXshlbRYZFtlgla,reggaeton
411,3qm84nBOXUEQ2vnTfUTTFC,"glam metal, hard rock, rock"
412,6ltzsmQQbmdoHHbLZ4ZN25,"folk-pop, indie folk, indie pop, new americana, stomp and holler"
413,5IH6FPUwQTxPSXurCrcIov,"dance pop, pop"
414,34Y0ldeyUv7jBvukWOGASO,"rap, trap music"
415,6i392l38cR3uBPF0DbNs7S,"hip hop, pop, pop rap, rap, southern hip hop, trap music, vapor trap"
416,2DlGxzQSjYe5N6G9nkYghR,"dance pop, pop, post-teen pop, r&b, urban contemporary"
417,0eHQ9o50hj6ZDNBt6Ys1sD,"latin, latin hip hop, latin pop, pop, reggaeton, reggaeton flow, tropical"
418,3IYUhFvPQItj6xySrBmZkd,"album rock, classic rock, rock, roots rock, southern rock"
419,5lHRUCqkQZCIWeX7xG4sYT,"atl hip hop, pop rap, rap, southern hip hop, trap music"
420,5q8HGNo0BjLWaTAhRtbwxa,"contemporary country, country, country road, modern country rock, redneck"
421,1qto4hHid1P71emI6Fd8xi,"bachata, latin, latin hip hop, latin pop, tropical"
422,2bA6fzP0lMAQ4kz6CF61w8,"contemporary country, country, country road"
423,3RNrq3jvMZxD9ZyoOZbQOD,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rap rock, rock"
424,6Av6GMCOznZIlHuNcBWgf4,"rap, southern hip hop, trap music, underground hip hop, vapor trap"
425,1AhjOkOLkbHUfcHDSErXQs,lo-fi beats
426,3tlXnStJ1fFhdScmQeLpuG,"alternative r&b, deep pop r&b, indie r&b, pop, r&b, rap, trap soul"
427,3JhNCzhSMTxs9WLGJJxWOY,pop rap
428,4kI8Ie27vjvonwaB2ePh8T,"indie pop, indie rock, modern alternative rock, modern rock, neo-psychedelic"
429,5rkVyNGXEgeUqKkB5ccK83,"dance pop, hip hop, hip pop, pop, pop rap, r&b, rap, southern hip hop, urban contemporary"
430,6B5c4sch27tWHAGdarpPaW,"alternative metal, nu metal, post-grunge, rap rock, south african rock"
431,4NqS7DbPFYwZmniGHCPMpm,"environmental, meditation, sleep"
432,2Tglaf8nvDzwSQnpSrjLHP,dream pop
433,13YmWQJFwgZrd4bf5IjMY4,"contemporary country, country, country road, modern country rock"
434,33ScadVnbm2X8kkUqOkC6Z,"latin, latin hip hop, pop, reggaeton, tropical"
435,6WkUZyqghQei2G809wMKuZ,"rap, southern hip hop, trap music, underground hip hop, vapor trap"
436,4m2kfAHEnK7Z7qLGxeWtro,experimental rock
437,3koiLjNrgRTNbOwViDipeA,"classic soul, funk, motown, northern soul, quiet storm, soul"
438,2cnMpRsOVqtPMfq7YiFE6K,"album rock, classic rock, hard rock, metal, rock"
439,6gZq1Q6bdOxsUPUG1TaFbF,"alternative metal, groove metal, nu metal, post-grunge, rap metal, rap rock, rock"
440,49bzE5vRBRIota4qeHtQM8,"alternative metal, christian alternative rock, christian music, christian rock, post-grunge"
441,7sfl4Xt5KmfyDs2T3SVSMK,"atl hip hop, crunk, dance pop, dirty south rap, pop rap, southern hip hop, trap music"
442,7qG3b048QCHVRO5Pv1T5lw,"dance pop, latin, latin pop, mexican pop, pop, tropical"
443,6hfwwpXqZPRC9CsKI7qtv1,"alternative r&b, electropop, etherpop, indie r&b, pop, r&b"
444,6XpaIBNiVzIetEPCWDvAFP,"dance pop, pop, r&b, urban contemporary"
445,5Zq7R5qmi58ByYyBQTlNuk,"canadian contemporary country, contemporary country, country, country road, modern country rock"
446,4Rxn7Im3LGfyRkY2FlHhWi,"dance pop, pop, post-teen pop, r&b, viral pop"
447,55fhWPvDiMpLnE4ZzNXZyW,"dance pop, electropop, pop, post-teen pop"
448,0CEFCo8288kQU7mJi25s6E,"alternative metal, nu metal, pop punk, post-grunge, rap metal, rap rock, screamo"
449,1Y8cdNmUJH7yBTd9yOvr5i,"dance pop, girl group, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary"
450,44NX2ffIYHr6D4n7RaZF7A,"classic rock, folk, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter, soft rock"
451,3nViOFa3kZW8OMSNOzwr98,"deep pop r&b, pop, r&b"
452,2Kx7MNY7cI1ENniW7vT30N,"adult standards, neo mellow, vocal jazz"
453,5W5bDNCqJ1jbCgTxDD0Cb3,"country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
454,2s4tjL6W3qrblOe0raIzwJ,"experimental, experimental pop"
455,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop, trap argentino, trap latino"
456,1xr2G8Hlx4QWmT9HaUbmoO,
457,1HwM5zlC5qNWhJtM00yXzG,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop"
458,6GkJh85o22LfD2vgL9DP6f,"reggae fusion, reggae rock"
459,7H55rcKCfwqkyDFH9wpKM6,"dance pop, neo mellow, pop, post-teen pop, viral pop"
460,1Ffb6ejR6Fe5IamqA5oRUF,"melodic metalcore, metalcore, pop punk, rock, screamo"
461,293zczrfYafIItmnmM3coR,"christmas, classic rock, folk rock, rock, rock-and-roll, rockabilly, soul"
462,5G9kmDLg3OeUyj8KVBLzbu,"indie pop rap, pop, pop rap, rap"
463,4j56EQDQu5XnL7R3E9iFJT,"indie pop, indie poptimism, indie rock, indietronica, la indie, modern alternative rock, modern rock, rock, stomp and holler"
464,6Wr3hh341P84m3EI8qdn9O,"alternative metal, chicago punk, hardcore punk, nu metal, pop punk, post-grunge, punk, rap rock"
465,0MeLMJJcouYXCymQSHPn8g,"acoustic pop, dreamo, folk-pop, pop"
466,6z7xFFHxYkE9t8bwIF0Bvg,"deep southern trap, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music"
467,0vR2qb8m9WHeZ5ByCbimq2,"latin, latin arena pop, latin pop, mexican pop, pop, reggaeton, tropical"
468,0LIyZkH7LLbsA9T4YwUnEk,
469,2gsggkzM5R49q6jpPvazou,"dance pop, pop, pop rap, post-teen pop, r&b"
470,66lH4jAE7pqPlOlzUKbwA0,"contemporary country, country, country dawn, country road, modern country rock"
471,1n2pb9Tsfe4SwAjmUac6YT,"canadian contemporary country, contemporary country, country, country road, modern country rock"
472,32WkQRZEVKSzVAAYqukAEA,"contemporary country, country, country dawn, country road"
473,4hz8tIajF2INpgM0qzPJz2,"indie pop, indie rock, modern alternative rock, modern rock"
474,58lV9VcRSjABbAbfWS6skp,"glam metal, rock"
475,6IZ4ctovY9dl7bgHClAvKJ,electronic
476,0NIIxcxNHmOoyBx03SfTCD,"dance pop, deep pop r&b, electropop, metropopolis, pop, pop rap, post-teen pop, r&b, rap, urban contemporary"
477,63GIj2yhFvX1Bzphb9JgVb,
478,5LfGQac0EIXyAN8aUwmNAQ,"alternative metal, permanent wave, pop punk, post-grunge, punk, rock, skate punk"
479,6B5c4sch27tWHAGdarpPaW,"alternative metal, nu metal, post-grunge, rap rock, south african rock"
480,4m2kfAHEnK7Z7qLGxeWtro,experimental rock
481,4AA474G2hRfrHyGrfyDseO,"trap music, west coast trap"
482,3koiLjNrgRTNbOwViDipeA,"classic soul, funk, motown, northern soul, quiet storm, soul"
483,2cnMpRsOVqtPMfq7YiFE6K,"album rock, classic rock, hard rock, metal, rock"
484,6gZq1Q6bdOxsUPUG1TaFbF,"alternative metal, groove metal, nu metal, post-grunge, rap metal, rap rock, rock"
485,44NX2ffIYHr6D4n7RaZF7A,"classic rock, folk, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter, soft rock"
486,3nViOFa3kZW8OMSNOzwr98,"deep pop r&b, pop, r&b"
487,6Q192DXotxtaysaqNPy5yR,neo soul
488,2Kx7MNY7cI1ENniW7vT30N,"adult standards, neo mellow, vocal jazz"
489,5W5bDNCqJ1jbCgTxDD0Cb3,"country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
490,6gZq1Q6bdOxsUPUG1TaFbF,"alternative metal, groove metal, nu metal, post-grunge, rap metal, rap rock, rock"
491,44NX2ffIYHr6D4n7RaZF7A,"classic rock, folk, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter, soft rock"
492,3nViOFa3kZW8OMSNOzwr98,"deep pop r&b, pop, r&b"
493,6Q192DXotxtaysaqNPy5yR,neo soul
494,2Kx7MNY7cI1ENniW7vT30N,"adult standards, neo mellow, vocal jazz"
495,5W5bDNCqJ1jbCgTxDD0Cb3,"country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
496,2Sqr0DXoaYABbjBo9HaMkM,"acoustic pop, dance pop, folk-pop, hollywood, lilith, neo mellow, pop, pop rock, post-teen pop"
497,2s4tjL6W3qrblOe0raIzwJ,"experimental, experimental pop"
498,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop, trap argentino, trap latino"
499,1xr2G8Hlx4QWmT9HaUbmoO,
500,66lH4jAE7pqPlOlzUKbwA0,"contemporary country, country, country dawn, country road, modern country rock"
501,3Sz7ZnJQBIHsXLUSo0OQtM,edmonton indie
502,1n2pb9Tsfe4SwAjmUac6YT,"canadian contemporary country, contemporary country, country, country road, modern country rock"
503,32WkQRZEVKSzVAAYqukAEA,"contemporary country, country, country dawn, country road"
504,4hz8tIajF2INpgM0qzPJz2,"indie pop, indie rock, modern alternative rock, modern rock"
505,58lV9VcRSjABbAbfWS6skp,"glam metal, rock"
506,6IZ4ctovY9dl7bgHClAvKJ,electronic
507,0NIIxcxNHmOoyBx03SfTCD,"dance pop, deep pop r&b, electropop, metropopolis, pop, pop rap, post-teen pop, r&b, rap, urban contemporary"
508,63GIj2yhFvX1Bzphb9JgVb,
509,5LfGQac0EIXyAN8aUwmNAQ,"alternative metal, permanent wave, pop punk, post-grunge, punk, rock, skate punk"
510,1p6CdzJRoicjRcSdWoB9Qc,"canadian contemporary country, contemporary country, heartland rock"
511,2Kx7MNY7cI1ENniW7vT30N,"adult standards, neo mellow, vocal jazz"
512,5W5bDNCqJ1jbCgTxDD0Cb3,"country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
513,2Sqr0DXoaYABbjBo9HaMkM,"acoustic pop, dance pop, folk-pop, hollywood, lilith, neo mellow, pop, pop rock, post-teen pop"
514,2s4tjL6W3qrblOe0raIzwJ,"experimental, experimental pop"
515,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop, trap argentino, trap latino"
516,1xr2G8Hlx4QWmT9HaUbmoO,
517,1HwM5zlC5qNWhJtM00yXzG,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop"
518,6GkJh85o22LfD2vgL9DP6f,"reggae fusion, reggae rock"
519,7H55rcKCfwqkyDFH9wpKM6,"dance pop, neo mellow, pop, post-teen pop, viral pop"
520,03r4iKL2g2442PT9n2UKsx,"alternative rock, east coast hip hop, hip hop, old school hip hop, rap"
521,7gAppWoH7pcYmphCVTXkzs,"boy band, dance pop, pop, post-teen pop, tropical house"
522,3XHO7cRUPCLOr6jwp8vsx5,indie rock
523,2WjvvwAX0mdWwq3aFuUdtc,reggae rock
524,77kULmXAQ6vWer7IIHdGzI,"canadian contemporary country, contemporary country"
525,4NJhFmfw43RLBLjQvxDuRS,"classical, classical era"
526,2ExGrw6XpbtUAJHTLtUXUD,"pop, r&b, uk hip hop"
527,4exLIFE8sISLr28sqG1qNX,
528,2RTUTCvo6onsAnheUk3aL9,"alternative metal, nu metal, pop punk, pop rock, post-grunge"
529,6CwfuxIqcltXDGjfZsMd9A,"dance pop, electropop, indie poptimism, metropopolis, pop, post-teen pop"
530,2Kx7MNY7cI1ENniW7vT30N,"adult standards, neo mellow, vocal jazz"
531,5W5bDNCqJ1jbCgTxDD0Cb3,"country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
532,2Sqr0DXoaYABbjBo9HaMkM,"acoustic pop, dance pop, folk-pop, hollywood, lilith, neo mellow, pop, pop rock, post-teen pop"
533,2s4tjL6W3qrblOe0raIzwJ,"experimental, experimental pop"
534,3vQ0GE3mI0dAaxIMYe5g7z,"argentine hip hop, trap argentino, trap latino"
535,1xr2G8Hlx4QWmT9HaUbmoO,
536,1HwM5zlC5qNWhJtM00yXzG,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop"
537,6GkJh85o22LfD2vgL9DP6f,"reggae fusion, reggae rock"
538,5iNrZmtVMtYev5M9yoWpEq,"dance pop, edm, norwegian pop, pop, tropical house"
539,7H55rcKCfwqkyDFH9wpKM6,"dance pop, neo mellow, pop, post-teen pop, viral pop"
540,5lKZWd6HiSCLfnDGrq9RAm,"dance pop, europop, pop, post-teen pop, r&b, talent show, urban contemporary"
541,74eX4C98E4FCrAMl39qRsJ,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rap rock, wrestling"
542,4QQgXkCYTt3BlENzhyNETg,"disco, funk, jazz funk, motown, quiet storm, soul"
543,03r4iKL2g2442PT9n2UKsx,"alternative rock, east coast hip hop, hip hop, old school hip hop, rap"
544,7gAppWoH7pcYmphCVTXkzs,"boy band, dance pop, pop, post-teen pop, tropical house"
545,3XHO7cRUPCLOr6jwp8vsx5,indie rock
546,2WjvvwAX0mdWwq3aFuUdtc,reggae rock
547,77kULmXAQ6vWer7IIHdGzI,"canadian contemporary country, contemporary country"
548,4NJhFmfw43RLBLjQvxDuRS,"classical, classical era"
549,2ExGrw6XpbtUAJHTLtUXUD,"pop, r&b, uk hip hop"
550,1LOB7jTeEV14pHai6EXSzF,"big room, dance pop, edm, electro house, electropop, electropowerpop, indie poptimism, pop, progressive electro house, tropical house"
551,2auC28zjQyVTsiZKNgPRGs,k-pop
552,1yAwtBaoHLEDWAnWR87hBT,"alternative rock, garage rock, indie folk, indie pop, indie rock, modern rock, neo-psychedelic, pop rock, stomp and holler"
553,5AtWO8IEnjhRLzaVVQxFUs,"dance pop, pop, pop rap, post-teen pop, r&b"
554,6lBN3Tzt61u8i9AJoAhKzF,"post-romantic era, ukrainian classical"
555,3Ngh2zDBRPEriyxQDAMKd1,"neo mellow, pop rock, post-grunge"
556,7EWU4FhUJM1sZQgQKdENeT,"conscious hip hop, gangster rap, hip hop, pop rap, rap"
557,68abRTdO4meYReMWHvBYb0,"canadian contemporary country, contemporary country"
558,7LnaAXbDVIL75IVPnndf7w,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, southern hip hop, urban contemporary"
559,5bgfj5zUoWpyeVatGDjn6H,"atl hip hop, deep pop r&b, pop, pop rap, r&b, rap, southern hip hop, trap music, viral trap"
560,7okwEbXzyT2VffBmyQBWLz,"latin, latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol"
561,2rWCIhENZyPVDAeFC0ESWN,"emo rap, lo-fi beats"
562,1W3FSF1BLpY3hlVIgvenLz,"dance pop, hip hop, hip pop, indie r&b, pop, pop rap, r&b, rap, southern hip hop, trap music, urban contemporary"
